name,words_number,SPACE,ADV,VERB,ADP,DET,NOUN,ADJ,PUNCT,INTJ,NUM,PRON,AUX,CCONJ,PART,PROPN,SCONJ,CONJ,Punctuation,hestitation_word,lemma_number,most_frequent,noun_chunk,person_singular_verbs,misspell,time_spec,spec,sentence,neg_word,content,function,SPACE_R,ADV_R,VERB_R,ADP_R,DET_R,NOUN_R,ADJ_R,PUNCT_R,INTJ_R,NUM_R,PRON_R,AUX_R,CCONJ_R,PART_R,PROPN_R,SCONJ_R,CONJ_R,Punctuation_R,hestitation_word_R,lemma_number_R,person_singular_verbs_R,misspell_R,time_spec_R,spec_R,neg_word_R,content_R,function_R,time_split,wordnum_t,SPACE_t,ADV_t,VERB_t,ADP_t,DET_t,NOUN_t,ADJ_t,PUNCT_t,INTJ_t,NUM_t,PRON_t,AUX_t,CCONJ_t,PART_t,PROPN_t,SCONJ_t,CONJ_t,Punctuation_t,hestitation_word_t,lemma_number_t,most_frequent_t,noun_chunk_t,person_singular_verbs_t,misspell_t,time_spec_t,spec_t,sentence_t,neg_word_t,content_t,function_t,mean_ttr,total_ttr,max_ttr,mean_mattr,total_mattr,max_mattr,mean_brunet_index,total_brunet_index,max_brunet_index,mean_honore_statistic,total_honore_statistic,max_honore_statistic,good_emoji,no_emoji,bad_emoji,mean_sdl,total_sdl,max_sdl,mean_Yngve_depth,total_Yngve_depth,max_Yngve_depth,mean_left_branching,total_left_branching,max_left_branching,frazer_chunk,max_frazer_depth,mean_frazer,cosine_dis,repeat_rate,average_frequency,average_frequency_subtlw,mean_clause,mean_t_unit,mean_dependency_tree_height,mex_dependency_tree_height,mean_parser_tree_height,mex_parser_tree_height
AaronHuey_2010X.sph,555.0,1.0,14.0,55.0,64.0,62.0,96.0,28.0,65.0,0.0,10.0,50.0,31.0,16.0,5.0,46.0,12.0,0.0,65.0,0.0,235.0,37.0,150.0,2.0,32.0,0.0,40.0,27.0,40.0,216.0,213.0,0.0018018018018018,0.0252252252252252,0.0990990990990991,0.1153153153153153,0.1117117117117117,0.1729729729729729,0.0504504504504504,0.1171171171171171,0.0,0.018018018018018,0.09009009009009,0.0558558558558558,0.0288288288288288,0.009009009009009,0.0828828828828828,0.0216216216216216,0.0,0.1171171171171171,0.0,0.4234234234234234,0.0036036036036036,0.0576576576576576,0.0,0.072072072072072,0.072072072072072,0.3891891891891892,0.3837837837837838,2880000,19.270833333333332,0.034722222222222224,0.48611111111111116,1.909722222222222,2.2222222222222223,2.1527777777777777,3.3333333333333335,0.9722222222222223,2.256944444444444,0.0,0.34722222222222227,1.7361111111111112,1.0763888888888888,0.5555555555555556,0.17361111111111113,1.5972222222222223,0.4166666666666667,0.0,2.256944444444444,0.0,8.159722222222221,1.2847222222222223,5.208333333333334,0.06944444444444445,1.1111111111111112,0.0,1.388888888888889,0.9374999999999999,1.388888888888889,7.499999999999999,7.395833333333333,0.4515539305301644,12.191956124314439,0.4515539305301645,0.9184490306441556,24.798123827392203,0.9184490306441557,87.28287528652409,2356.6376327361504,87.28287528652412,630.4448802421981,17022.011766539348,630.4448802421981,0.038461538461538464,0.8076923076923077,0.15384615384615385,2.378640776699029,1225,21,7.136363636363637,157,11,15.318181818181818,337,31,44,562,2.4746158788009485,0.0,inf,112131.60368663595,2198.6589400921657,2.509677419354839,57.7,8.0,8,575.0,575
AdamGrosser_2007.sph,567.0,1.0,28.0,65.0,48.0,46.0,97.0,36.0,69.0,0.0,18.0,77.0,33.0,22.0,8.0,7.0,10.0,0.0,69.0,0.0,207.0,49.0,152.0,1.0,5.0,4.0,26.0,51.0,26.0,244.0,219.0,0.001763668430335,0.0493827160493827,0.1146384479717813,0.0846560846560846,0.0811287477954144,0.1710758377425044,0.0634920634920634,0.1216931216931216,0.0,0.0317460317460317,0.1358024691358024,0.0582010582010582,0.0388007054673721,0.0141093474426807,0.0123456790123456,0.0176366843033509,0.0,0.1216931216931216,0.0,0.365079365079365,0.001763668430335,0.0088183421516754,0.0070546737213403,0.0458553791887125,0.0458553791887125,0.4303350970017636,0.3862433862433862,2418225,23.44694972552182,0.041352645018557004,1.157874060519596,2.687921926206205,1.9849269608907358,1.902221670853622,4.011206566800029,1.488695220668052,2.853332506280433,0.0,0.744347610334026,3.184153666428889,1.364637285612381,0.9097581904082539,0.33082116014845603,0.289468515129899,0.41352645018557,0.0,2.853332506280433,0.0,8.5599975188413,2.026279605909293,6.285602042820663,0.041352645018557004,0.206763225092785,0.16541058007422801,1.075168770482482,2.108984895946407,1.075168770482482,10.090045384527908,9.056229259063983,0.40360360360360353,20.58378378378378,0.4036036036036036,0.9057301293900224,46.19223659889114,0.9057301293900224,78.96591574384699,4027.261702936197,78.965915743847,631.8968113746434,32226.737380106817,631.8968113746434,0.28,0.3,0.42,1.8281535648994516,1000,17,6.73469387755102,330,13,10.387755102040817,509,35,55,876,2.078186358312364,0.6174775449247584,1.0,119452.90404040404,2342.213939393939,2.5567801014282385,52.166666666666664,10.666666666666666,13,81.66666666666667,134
AdamSadowsky_2010X.sph,557.0,1.0,41.0,73.0,49.0,52.0,96.0,24.0,64.0,3.0,9.0,69.0,26.0,19.0,18.0,2.0,11.0,0.0,64.0,3.0,221.0,37.0,148.0,0.0,0.0,0.0,11.0,38.0,11.0,257.0,204.0,0.0017953321364452,0.0736086175942549,0.1310592459605027,0.0879712746858168,0.0933572710951526,0.1723518850987432,0.0430879712746858,0.1149012567324955,0.0053859964093357,0.0161579892280071,0.1238779174147217,0.0466786355475763,0.0341113105924596,0.0323159784560143,0.0035906642728904,0.0197486535008976,0.0,0.1149012567324955,0.0053859964093357,0.3967684021543985,0.0,0.0,0.0,0.0197486535008976,0.0197486535008976,0.4614003590664273,0.3662477558348294,2880000,19.34027777777778,0.034722222222222224,1.4236111111111112,2.5347222222222223,1.7013888888888888,1.8055555555555556,3.3333333333333335,0.8333333333333334,2.2222222222222223,0.10416666666666667,0.3125,2.3958333333333335,0.9027777777777778,0.6597222222222222,0.625,0.06944444444444445,0.3819444444444444,0.0,2.2222222222222223,0.10416666666666667,7.673611111111111,1.2847222222222223,5.138888888888889,0.0,0.0,0.0,0.3819444444444444,1.3194444444444444,0.3819444444444444,8.92361111111111,7.083333333333334,0.4223826714801445,16.05054151624549,0.4223826714801444,0.9179012345679047,34.88024691358038,0.9179012345679045,82.51573001746661,3135.597740663731,82.51573001746664,631.7164686747283,24005.225809639673,631.7164686747284,0.10810810810810811,0.8108108108108109,0.08108108108108109,2.120754716981132,1124,22,7.621621621621622,282,16,11.945945945945946,442,27,49,741,2.3761341806928176,0.9080109361551129,0.13333333333333333,120389.48,2360.5779428571427,2.4441896645021646,22.375,5.8125,8,21.0625,57
AdamSavage_2008P.sph,637.0,1.0,29.0,76.0,64.0,76.0,129.0,29.0,13.0,1.0,8.0,98.0,48.0,19.0,14.0,22.0,10.0,0.0,13.0,1.0,270.0,38.0,189.0,16.0,18.0,0.0,19.0,9.0,19.0,289.0,292.0,0.0015698587127158,0.0455259026687598,0.119309262166405,0.1004709576138147,0.119309262166405,0.2025117739403453,0.0455259026687598,0.0204081632653061,0.0015698587127158,0.0125588697017268,0.1538461538461538,0.075353218210361,0.0298273155416012,0.0219780219780219,0.0345368916797488,0.0156985871271585,0.0,0.0204081632653061,0.0015698587127158,0.423861852433281,0.0251177394034536,0.0282574568288854,0.0,0.0298273155416012,0.0298273155416012,0.4536891679748822,0.4583987441130298,2880000,22.118055555555554,0.034722222222222224,1.0069444444444444,2.638888888888889,2.2222222222222223,2.638888888888889,4.479166666666667,1.0069444444444444,0.4513888888888889,0.034722222222222224,0.2777777777777778,3.4027777777777777,1.6666666666666667,0.6597222222222222,0.48611111111111116,0.7638888888888888,0.34722222222222227,0.0,0.4513888888888889,0.034722222222222224,9.375,1.3194444444444444,6.5625,0.5555555555555556,0.625,0.0,0.6597222222222222,0.3125,0.6597222222222222,10.034722222222223,10.13888888888889,0.46360759493670883,4.1724683544303796,0.46360759493670883,0.9028047464940681,8.125242718446612,0.9028047464940681,101.09956860281345,909.896117425321,101.09956860281345,644.8889394146858,5804.000454732171,644.8889394146858,0.125,0.625,0.25,3.607936507936508,2273,128,10.75,43,16,19.5,78,23,37,128,3.9933617828354673,0.8200906378295771,0.2857142857142857,104985.09444444445,2058.5313888888886,3.4980733082706768,49.625,9.25,16,48.25,92
AditiShankardass_2009I.sph,463.0,1.0,32.0,50.0,56.0,51.0,90.0,33.0,34.0,0.0,12.0,32.0,18.0,17.0,12.0,16.0,9.0,0.0,34.0,0.0,198.0,22.0,111.0,2.0,13.0,0.0,18.0,22.0,18.0,223.0,165.0,0.0021598272138228,0.0691144708423326,0.1079913606911447,0.120950323974082,0.1101511879049676,0.1943844492440604,0.0712742980561555,0.0734341252699784,0.0,0.0259179265658747,0.0691144708423326,0.038876889848812,0.0367170626349892,0.0259179265658747,0.0345572354211663,0.019438444924406,0.0,0.0734341252699784,0.0,0.427645788336933,0.0043196544276457,0.0280777537796976,0.0,0.038876889848812,0.038876889848812,0.4816414686825054,0.3563714902807775,2880000,16.07638888888889,0.034722222222222224,1.1111111111111112,1.7361111111111112,1.9444444444444446,1.7708333333333335,3.125,1.1458333333333333,1.1805555555555556,0.0,0.4166666666666667,1.1111111111111112,0.625,0.5902777777777778,0.4166666666666667,0.5555555555555556,0.3125,0.0,1.1805555555555556,0.0,6.875,0.7638888888888888,3.8541666666666665,0.06944444444444445,0.4513888888888889,0.0,0.625,0.7638888888888888,0.625,7.743055555555556,5.729166666666667,0.44956140350877205,9.890350877192985,0.44956140350877194,0.9383107088989465,20.642835595776823,0.9383107088989465,74.64911477444463,1642.280525037782,74.64911477444466,612.2492809514387,13469.484180931651,612.2492809514387,0.2631578947368421,0.3684210526315789,0.3684210526315789,2.402684563758389,1074,44,9.357142857142858,131,17,17.357142857142858,243,30,46,399,3.1952111425138328,0.9156652985773285,0.09523809523809523,103831.77292576419,2035.917423580786,3.6277901992187704,26.34090909090909,7.136363636363637,14,26.136363636363637,47
AdoraSvitak_2010.sph,568.0,1.0,30.0,72.0,52.0,32.0,104.0,42.0,52.0,0.0,2.0,64.0,34.0,24.0,24.0,16.0,19.0,0.0,52.0,0.0,248.0,26.0,151.0,4.0,14.0,0.0,9.0,27.0,9.0,272.0,202.0,0.0017605633802816,0.0528169014084507,0.1267605633802817,0.0915492957746478,0.056338028169014,0.1830985915492957,0.0739436619718309,0.0915492957746478,0.0,0.0035211267605633,0.1126760563380281,0.0598591549295774,0.0422535211267605,0.0422535211267605,0.028169014084507,0.0334507042253521,0.0,0.0915492957746478,0.0,0.4366197183098591,0.0070422535211267,0.0246478873239436,0.0,0.0158450704225352,0.0158450704225352,0.4788732394366197,0.3556338028169014,2880000,19.72222222222222,0.034722222222222224,1.0416666666666667,2.5,1.8055555555555556,1.1111111111111112,3.611111111111111,1.4583333333333333,1.8055555555555556,0.0,0.06944444444444445,2.2222222222222223,1.1805555555555556,0.8333333333333334,0.8333333333333334,0.5555555555555556,0.6597222222222222,0.0,1.8055555555555556,0.0,8.61111111111111,0.9027777777777778,5.243055555555555,0.1388888888888889,0.48611111111111116,0.0,0.3125,0.9374999999999999,0.3125,9.444444444444445,7.013888888888888,0.4582593250444051,12.373001776198937,0.458259325044405,0.9449908925318787,25.514754098360726,0.9449908925318785,90.73729345152478,2449.906923191169,90.73729345152479,633.3279628139691,17099.854995977166,633.3279628139691,0.19230769230769232,0.6153846153846154,0.19230769230769232,2.2398523985239853,1214,17,9.615384615384615,250,19,16.423076923076923,427,35,49,731,2.8138696143683344,0.9285357886393195,0.06666666666666667,114283.01357466064,2240.84371040724,2.12232498982499,21.64516129032258,5.774193548387097,10,20.419354838709676,53
AimeeMullins_1998.sph,613.0,1.0,32.0,86.0,47.0,38.0,83.0,24.0,76.0,4.0,11.0,88.0,39.0,36.0,18.0,22.0,7.0,0.0,76.0,4.0,226.0,42.0,156.0,21.0,11.0,0.0,32.0,43.0,32.0,247.0,234.0,0.0016313213703099,0.0522022838499184,0.1402936378466558,0.0766721044045677,0.0619902120717781,0.1353996737357259,0.0391517128874388,0.1239804241435562,0.0065252854812398,0.0179445350734094,0.1435562805872756,0.0636215334420881,0.0587275693311582,0.0293637846655791,0.0358890701468189,0.0114192495921696,0.0,0.1239804241435562,0.0065252854812398,0.3686786296900489,0.0342577487765089,0.0179445350734094,0.0,0.0522022838499184,0.0522022838499184,0.4029363784665579,0.3817292006525285,2880000,21.284722222222225,0.034722222222222224,1.1111111111111112,2.986111111111111,1.6319444444444444,1.3194444444444444,2.881944444444444,0.8333333333333334,2.638888888888889,0.1388888888888889,0.3819444444444444,3.0555555555555554,1.3541666666666665,1.25,0.625,0.7638888888888888,0.24305555555555558,0.0,2.638888888888889,0.1388888888888889,7.847222222222222,1.4583333333333333,5.416666666666666,0.7291666666666666,0.3819444444444444,0.0,1.1111111111111112,1.4930555555555556,1.1111111111111112,8.57638888888889,8.125,0.41818181818181815,17.98181818181818,0.41818181818181815,0.917315284827978,39.44455724760305,0.9173152848279779,87.92874698545842,3780.9361203747117,87.9287469854584,640.5228458030841,27542.48236953262,640.5228458030842,0.047619047619047616,0.8333333333333334,0.11904761904761904,2.117850953206239,1222,21,7.785714285714286,327,15,13.595238095238095,571,26,68,937,2.621489561357938,0.9300128353916772,0.08,102834.08490566038,2016.354669811321,2.4542640692640694,15.673076923076923,5.461538461538462,12,15.038461538461538,57
AimeeMullins_2009U.sph,575.0,1.0,26.0,63.0,52.0,54.0,99.0,25.0,75.0,11.0,4.0,66.0,45.0,24.0,16.0,8.0,6.0,0.0,75.0,11.0,238.0,35.0,147.0,8.0,5.0,2.0,11.0,35.0,11.0,240.0,224.0,0.0017391304347826,0.0452173913043478,0.1095652173913043,0.0904347826086956,0.0939130434782608,0.1721739130434782,0.0434782608695652,0.1304347826086956,0.0191304347826086,0.0069565217391304,0.1147826086956521,0.0782608695652174,0.0417391304347826,0.0278260869565217,0.0139130434782608,0.0104347826086956,0.0,0.1304347826086956,0.0191304347826086,0.4139130434782608,0.0139130434782608,0.008695652173913,0.0034782608695652,0.0191304347826086,0.0191304347826086,0.417391304347826,0.3895652173913043,2880000,19.96527777777778,0.034722222222222224,0.9027777777777778,2.1875,1.8055555555555556,1.8749999999999998,3.4375,0.8680555555555556,2.604166666666667,0.3819444444444444,0.1388888888888889,2.2916666666666665,1.5625,0.8333333333333334,0.5555555555555556,0.2777777777777778,0.20833333333333334,0.0,2.604166666666667,0.3819444444444444,8.26388888888889,1.2152777777777777,5.104166666666667,0.2777777777777778,0.17361111111111113,0.06944444444444445,0.3819444444444444,1.2152777777777777,0.3819444444444444,8.333333333333334,7.777777777777779,0.4595070422535211,16.08274647887324,0.4595070422535211,0.899157641395911,31.470517448856885,0.8991576413959111,91.6585604133438,3208.0496144670333,91.6585604133438,634.212141872115,22197.424965524027,634.2121418721151,0.17647058823529413,0.7647058823529411,0.058823529411764705,2.2326454033771106,1190,30,8.0,280,26,13.057142857142857,457,34,60,746,2.8295918446311386,0.0,inf,109350.95238095238,2144.136571428571,2.7650602409638556,49.90909090909091,7.0,7,546.0,546
AJJacobs_2007P.sph,545.0,1.0,40.0,67.0,43.0,44.0,66.0,28.0,60.0,1.0,6.0,82.0,38.0,20.0,15.0,22.0,12.0,0.0,60.0,1.0,214.0,33.0,151.0,23.0,14.0,0.0,31.0,33.0,31.0,224.0,218.0,0.0018348623853211,0.073394495412844,0.1229357798165137,0.0788990825688073,0.0807339449541284,0.1211009174311926,0.0513761467889908,0.110091743119266,0.0018348623853211,0.0110091743119266,0.1504587155963302,0.0697247706422018,0.036697247706422,0.0275229357798165,0.0403669724770642,0.0220183486238532,0.0,0.110091743119266,0.0018348623853211,0.3926605504587156,0.0422018348623853,0.0256880733944954,0.0,0.0568807339449541,0.0568807339449541,0.4110091743119266,0.4,2880000,18.92361111111111,0.034722222222222224,1.388888888888889,2.326388888888889,1.4930555555555556,1.5277777777777777,2.2916666666666665,0.9722222222222223,2.0833333333333335,0.034722222222222224,0.20833333333333334,2.8472222222222223,1.3194444444444444,0.6944444444444445,0.5208333333333334,0.7638888888888888,0.4166666666666667,0.0,2.0833333333333335,0.034722222222222224,7.430555555555555,1.1458333333333333,5.243055555555555,0.7986111111111112,0.48611111111111116,0.0,1.0763888888888888,1.1458333333333333,1.0763888888888888,7.777777777777779,7.569444444444445,0.4166666666666667,13.75,0.4166666666666667,0.9006337135614739,29.72091254752864,0.9006337135614739,79.67783917948793,2629.3686929231017,79.67783917948793,629.156913955832,20762.178160542455,629.156913955832,0.125,0.6875,0.1875,2.0154738878143132,1042,27,8.25,264,17,13.125,420,32,50,697,2.6691481027065764,0.9146244921074634,0.10526315789473684,109707.57870370371,2151.1290277777775,2.517071893534742,25.9,7.35,18,27.25,69
AlaindeBotton_2009G.sph,649.0,1.0,40.0,61.0,58.0,38.0,103.0,53.0,66.0,0.0,4.0,102.0,66.0,21.0,13.0,5.0,18.0,0.0,66.0,0.0,232.0,55.0,181.0,1.0,0.0,1.0,12.0,46.0,12.0,294.0,270.0,0.0015408320493066,0.061633281972265,0.0939907550077041,0.0893682588597842,0.0585516178736517,0.1587057010785824,0.0816640986132511,0.1016949152542373,0.0,0.0061633281972265,0.1571648690292758,0.1016949152542373,0.0323574730354391,0.0200308166409861,0.0077041602465331,0.0277349768875192,0.0,0.1016949152542373,0.0,0.3574730354391371,0.0015408320493066,0.0,0.0015408320493066,0.0184899845916795,0.0184899845916795,0.4530046224961479,0.4160246533127889,2880000,22.53472222222222,0.034722222222222224,1.388888888888889,2.118055555555556,2.013888888888889,1.3194444444444444,3.576388888888889,1.840277777777778,2.2916666666666665,0.0,0.1388888888888889,3.541666666666667,2.2916666666666665,0.7291666666666666,0.4513888888888889,0.17361111111111113,0.625,0.0,2.2916666666666665,0.0,8.055555555555555,1.909722222222222,6.284722222222222,0.034722222222222224,0.0,0.034722222222222224,0.4166666666666667,1.5972222222222223,0.4166666666666667,10.208333333333334,9.375,0.3842592592592593,17.675925925925927,0.38425925925925924,0.9098843322818083,41.85467928496318,0.9098843322818088,85.5636832107451,3935.9294276942746,85.56368321074508,647.3890696352275,29779.897203220466,647.3890696352274,0.09302325581395349,0.6976744186046512,0.20930232558139536,1.8832,1177,20,8.565217391304348,394,17,13.08695652173913,602,31,46,1046,2.527050929366539,0.9209636134261032,0.08,96986.65369649805,1901.6990272373541,2.293843656343656,23.384615384615383,6.115384615384615,9,22.153846153846153,50
